47.7 55.5 42.3 60.0
48.7 51.8 45.5 55.7
52.1 51.5 31.1 60.3
54.0 52.6 21.8 56.0
56.2 54.6 12.0 58.8
60.6 44.5 24.1 53.4
67.9 46.8 44.8 64.5
